,year,building_code,dbn,location_name,address,borough,register,major_crimes,other_crimes,non_criminal,property_crimes,violent_crimes,population_group,population_range,latitude,longitude
0,2013-14,K001,15K001,P.S. 001 The Bergen,309 47 STREET,K,"1,277",0.0,2.0,1.0,1.0,0.0,7C,1251-1500,40.649042,-74.012289
1,2013-14,K002,17K002,Parkside Preparatory Academy,655 PARKSIDE AVENUE,K,479,,,,,,3C,251-500,40.656183,-73.951583
2,2013-14,K002,75K141,P.S. K141,655 PARKSIDE AVENUE,K,397,,,,,,3C,251-500,40.656183,-73.951583
3,2013-14,K002,84K704      ,Explore Charter School,655 PARKSIDE AVENUE,K,,,,,,,,,40.656183,-73.951583
4,2013-14,K002,,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,655 PARKSIDE AVENUE,K,876,1.0,5.0,2.0,2.0,4.0,5C,751-1000,40.656183,-73.951583
5,2013-14,K003,13K003,P.S. 003 The Bedford Village,50 JEFFERSON AVENUE,K,513,2.0,0.0,0.0,2.0,0.0,4C,501-750,40.682663,-73.955338
6,2013-14,K005,16K005,P.S. 005 Dr. Ronald Mcnair,820 HANCOCK STREET,K,312,1.0,1.0,0.0,2.0,0.0,3C,251-500,40.685695,-73.922463
7,2013-14,K006,17K006,P.S. 006,43 SNYDER AVENUE,K,714,0.0,1.0,2.0,0.0,0.0,4C,501-750,40.64859,-73.957138
8,2013-14,K007,19K007,P.S. 007 Abraham Lincoln,858 JAMAICA AVENUE,K,"1,073",0.0,1.0,0.0,0.0,0.0,6C,1001-1250,40.689697,-73.873109
9,2013-14,K008,13K008,P.S. 008 Robert Fulton,37 HICKS STREET,K,848,0.0,0.0,0.0,0.0,0.0,5C,751-1000,40.70071,-73.993241
10,2013-14,K009,13K009,P.S. 009 Teunis G. Bergen,80 UNDERHILL AVENUE,K,722,,,,,,4C,501-750,40.678297,-73.965541
11,2013-14,K009,84K780      ,Brooklyn East Collegiate Charter School,80 UNDERHILL AVENUE,K,,,,,,,,,40.678297,-73.965541
12,2013-14,K009,,80 UNDERHILL AVENUE CONSOLIDATED LOCATION,80 UNDERHILL AVENUE,K,722,0.0,1.0,1.0,1.0,0.0,4C,501-750,40.678297,-73.965541
13,2013-14,K010,15K010,"Magnet School of Math, Science and Design Technolo",511 7 AVENUE,K,921,0.0,1.0,0.0,0.0,1.0,5C,751-1000,40.661061,-73.986534
14,2013-14,K011,13K011,P.S. 011 Purvis J. Behan,419 WAVERLY AVENUE,K,732,1.0,0.0,1.0,1.0,0.0,4C,501-750,40.685491,-73.966291
15,2013-14,K012,17K484,Ronald Edmonds Learning Center II,430 HOWARD AVENUE,K,146,,,,,,2C,1-250,40.673073,-73.919594
16,2013-14,K107,15K107,P.S. 107 John W. Kimball,1301 8 AVENUE,K,578,0.0,1.0,0.0,1.0,0.0,4C,501-750,40.663251,-73.981289
17,2013-14,K012,17K012,Dr. Jacqueline Peek-Davis School,430 HOWARD AVENUE,K,211,,,,,,2C,1-250,40.673073,-73.919594
18,2013-14,K012,,430 HOWARD AVENUE CONSOLIDATED LOCATION,430 HOWARD AVENUE,K,357,2.0,3.0,3.0,5.0,0.0,3C,251-500,40.673073,-73.919594
19,2013-14,K013,19K013,P.S. 013 Roberto Clemente,557 PENNSYLVANIA AVENUE,K,494,,,,,,3C,251-500,40.663673,-73.893754
20,2013-14,K013,84K358      ,Achievement First East New York Charter School,557 PENNSYLVANIA AVENUE,K,,,,,,,,,40.663673,-73.893754
21,2013-14,K013,,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,557 PENNSYLVANIA AVENUE,K,494,0.0,1.0,4.0,0.0,1.0,3C,251-500,40.663673,-73.893754
22,2013-14,K014,22K014,J.H.S. 014 Shell Bank,2424 BATCHELDER STREET,K,558,0.0,4.0,2.0,3.0,0.0,4C,501-750,40.593521,-73.937672
23,2013-14,K015,15K015,P.S. 015 Patrick F. Daly,71 SULLIVAN STREET,K,392,0.0,1.0,1.0,1.0,0.0,3C,251-500,40.677343,-74.011558
24,2013-14,K016,84K355      ,Williamsburg Collegiate Charter School,157 WILSON STREET,K,,,,,,,,,40.706023,-73.961476
25,2013-14,K016,14K016,P.S. 016 Leonard Dunkly,157 WILSON STREET,K,249,,,,,,2C,1-250,40.706023,-73.961476
26,2013-14,K016,,157 WILSON STREET CONSOLIDATED LOCATION,157 WILSON STREET,K,249,0.0,0.0,2.0,0.0,0.0,2C,1-250,40.706023,-73.961476
27,2013-14,K017,14K017,P.S. 017 Henry D. Woodworth,208 NORTH  5 STREET,K,334,,,,,,3C,251-500,40.715351,-73.956716
28,2013-14,K017,14K577,Conselyea Preparatory School,208 NORTH  5 STREET,K,498,,,,,,3C,251-500,40.715351,-73.956716
29,2013-14,K017,,208 NORTH  5 STREET CONSOLIDATED LOCATION,208 NORTH  5 STREET,K,832,0.0,0.0,1.0,0.0,0.0,5C,751-1000,40.715351,-73.956716
30,2013-14,K018,14K018,P.S. 018 Edward Bush,101 MAUJER STREET,K,197,1.0,2.0,1.0,3.0,0.0,2C,1-250,40.710609,-73.946977
31,2013-14,K019,14K019,P.S. 019 Roberto Clemente,325 SOUTH  3 STREET,K,113,,,,,,2C,1-250,40.709647,-73.95465
32,2014-15,K932,07X695,PASSAGES ACADEMY AT BELMONT(BN),560 BROOK AVENUE,K,395,0.0,1.0,1.0,0.0,1.0,3C,251-500,,
33,2013-14,K019,14K414,Brooklyn Arbor Elementary School,325 SOUTH  3 STREET,K,334,,,,,,3C,251-500,40.709647,-73.95465
34,2013-14,K019,,325 SOUTH  3 STREET CONSOLIDATED LOCATION,325 SOUTH  3 STREET,K,447,0.0,1.0,1.0,1.0,0.0,3C,251-500,40.709647,-73.95465
35,2013-14,K020,13K020,P.S. 020 Clinton Hill,225 ADELPHI STREET,K,321,,,,,,3C,251-500,40.690765,-73.971376
36,2013-14,K020,13K492,Academy of Arts and Letters,225 ADELPHI STREET,K,490,,,,,,3C,251-500,40.690765,-73.971376
37,2013-14,K020,,225 ADELPHI STREET CONSOLIDATED LOCATION,225 ADELPHI STREET,K,811,0.0,0.0,1.0,0.0,0.0,5C,751-1000,40.690765,-73.971376
38,2013-14,K021,16K021,P.S. 021 Crispus Attucks,180 CHAUNCEY STREET,K,648,0.0,1.0,1.0,1.0,0.0,4C,501-750,40.680727,-73.926597
39,2013-14,K022,17K022,P.S. 022,443 ST MARKS AVENUE,K,24,,,,,,2C,1-250,40.676774,-73.960058
40,2013-14,K022,84K333      ,Explore Exceed Charter School,443 ST MARKS AVENUE,K,,,,,,,,,40.676774,-73.960058
41,2013-14,K022,17K705,Brooklyn Arts and Science Elementary School,443 ST MARKS AVENUE,K,268,,,,,,3C,251-500,40.676774,-73.960058
42,2013-14,K022,,443 ST MARKS AVENUE CONSOLIDATED LOCATION,443 ST MARKS AVENUE,K,292,2.0,0.0,2.0,2.0,0.0,3C,251-500,40.676774,-73.960058
43,2013-14,K023,14K023,P.S. 023 Carter G. Woodson,545 WILLOUGHBY AVENUE,K,276,,,,,,3C,251-500,40.69407,-73.94756
44,2013-14,K023,84K701      ,Brooklyn Charter School,545 WILLOUGHBY AVENUE,K,,,,,,,,,40.69407,-73.94756
45,2013-14,K102,20K102,P.S. 102 The Bayview,211 72 STREET,K,"1,352",0.0,1.0,1.0,1.0,0.0,7C,1251-1500,40.63402,-74.029036
46,2013-14,K023,,545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,545 WILLOUGHBY AVENUE,K,276,1.0,0.0,0.0,1.0,0.0,3C,251-500,40.69407,-73.94756
47,2013-14,K024,15K024,P.S. 024,427 38 STREET,K,699,0.0,0.0,1.0,0.0,0.0,4C,501-750,40.652701,-74.004743
48,2013-14,Q239,24Q239,P.S. 239,17-15 WEIRFIELD STREET,Q,696,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.699149,-73.903799
49,2013-14,K025,16K534,Upper School @ P.S. 25,787 LAFAYETTE AVENUE,K,151,,,,,,2C,1-250,40.691037,-73.941342
50,2013-14,K025,16K025,P.S. 025 Eubie Blake School,787 LAFAYETTE AVENUE,K,235,,,,,,2C,1-250,40.691037,-73.941342
51,2013-14,K025,,787 LAFAYETTE AVENUE CONSOLIDATED LOCATION,787 LAFAYETTE AVENUE,K,386,0.0,3.0,0.0,0.0,2.0,3C,251-500,40.691037,-73.941342
52,2013-14,K026,16K026,P.S. 026 Jesse Owens,1014 LAFAYETTE AVENUE,K,254,,,,,,3C,251-500,40.692126,-73.931731
53,2013-14,K026,16K681,Madiba Prep Middle School,1014 LAFAYETTE AVENUE,K,165,,,,,,2C,1-250,40.692126,-73.931731
54,2013-14,K026,16K393,Frederick Douglass Academy IV Secondary School,1014 LAFAYETTE AVENUE,K,155,,,,,,2C,1-250,40.692126,-73.931731
55,2013-14,K026,,1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,1014 LAFAYETTE AVENUE,K,574,1.0,0.0,6.0,1.0,0.0,4C,501-750,40.692126,-73.931731
56,2013-14,K027,84K730      ,Summit Academy Charter School,27 HUNTINGTON STREET,K,,,,,,,,,40.677564,-74.005166
57,2013-14,K027,15K676,Red Hook Neighborhood School,27 HUNTINGTON STREET,K,223,,,,,,2C,1-250,40.677564,-74.005166
58,2013-14,K027,,27 HUNTINGTON STREET CONSOLIDATED LOCATION,27 HUNTINGTON STREET,K,223,0.0,1.0,0.0,1.0,0.0,2C,1-250,40.677564,-74.005166
59,2013-14,K028,16K028,P.S. 028 The Warren Prep Academy,1001 HERKIMER STREET,K,240,0.0,0.0,0.0,0.0,0.0,2C,1-250,40.678049,-73.92032
60,2013-14,K029,15K029,P.S. 029 John M. Harrigan,425 HENRY STREET,K,803,0.0,0.0,1.0,0.0,0.0,5C,751-1000,40.686951,-73.99806
61,2013-14,K031,14K031,P.S. 031 Samuel F. Dupont,75 MESEROLE AVENUE,K,596,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.726587,-73.95427
62,2013-14,K032,15K032,P.S. 032 Samuel Mills Sprole,317 HOYT STREET,K,424,,,,,,3C,251-500,40.680445,-73.991949
63,2013-14,K032,15K442,M.S. 442 Carroll Gardens School for Innovation,317 HOYT STREET,K,193,,,,,,2C,1-250,40.680445,-73.991949
64,2013-14,K032,,317 HOYT STREET CONSOLIDATED LOCATION,317 HOYT STREET,K,617,1.0,3.0,1.0,4.0,0.0,4C,501-750,40.680445,-73.991949
65,2013-14,K033,14K330,The Urban Assembly School for the Urban Environmen,70 TOMPKINS AVENUE,K,84,,,,,,2C,1-250,40.697152,-73.946641
66,2013-14,K033,84K367      ,Success Academy Charter School - Bed-Stuy 1,70 TOMPKINS AVENUE,K,,,,,,,,,40.697152,-73.946641
67,2013-14,M824,02M418,Millennium High School,75 BROAD STREET,M,619,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.704487,-74.011556
68,2013-14,K033,75K368,P.S. 368,70 TOMPKINS AVENUE,K,263,,,,,,3C,251-500,40.697152,-73.946641
69,2013-14,K033,14K322,Foundations Academy,70 TOMPKINS AVENUE,K,110,,,,,,2C,1-250,40.697152,-73.946641
70,2013-14,K033,,70 TOMPKINS AVENUE CONSOLIDATED LOCATION,70 TOMPKINS AVENUE,K,457,1.0,7.0,2.0,4.0,3.0,3C,251-500,40.697152,-73.946641
71,2013-14,K034,14K034,P.S. 034 Oliver H. Perry,131 NORMAN AVENUE,K,552,1.0,1.0,0.0,2.0,0.0,4C,501-750,40.726135,-73.949649
72,2013-14,K035,16K035,M.S. 035 Stephen Decatur,272 MACDONOUGH STREET,K,206,,,,,,2C,1-250,40.681896,-73.935963
73,2013-14,K035,16K628,Brooklyn Brownstone School,272 MACDONOUGH STREET,K,222,,,,,,2C,1-250,40.681896,-73.935963
74,2013-14,K035,,272 MACDONOUGH STREET CONSOLIDATED LOCATION,272 MACDONOUGH STREET,K,428,0.0,1.0,2.0,0.0,1.0,3C,251-500,40.681896,-73.935963
75,2013-14,K038,15K038,P.S. 038 The Pacific,450 PACIFIC STREET,K,504,0.0,0.0,1.0,0.0,0.0,4C,501-750,40.685264,-73.982639
76,2013-14,K039,15K039,P.S. 039 Henry Bristow,417 6 AVENUE,K,387,0.0,0.0,0.0,0.0,0.0,3C,251-500,40.668916,-73.983195
77,2013-14,K040,16K040,P.S. 040 George W. Carver,265 RALPH AVENUE,K,337,,,,,,3C,251-500,40.680463,-73.922264
78,2013-14,K040,16K594,Gotham Professional Arts Academy,265 RALPH AVENUE,K,242,,,,,,2C,1-250,40.680463,-73.922264
79,2013-14,K040,,265 RALPH AVENUE CONSOLIDATED LOCATION,265 RALPH AVENUE,K,579,1.0,0.0,0.0,1.0,0.0,4C,501-750,40.680463,-73.922264
80,2013-14,K041,23K041,P.S. 041 Francis White,411 THATFORD AVENUE,K,553,0.0,6.0,0.0,0.0,5.0,4C,501-750,40.660306,-73.907355
81,2013-14,K043,21K098,I.S. 98 Bay Academy,1401 EMMONS AVENUE,K,"1,367",0.0,0.0,1.0,0.0,0.0,7C,1251-1500,40.583125,-73.954037
82,2013-14,K044,84K757      ,Unity Prep Charter School,432 MONROE STREET,K,,,,,,,,,40.686592,-73.940747
83,2013-14,K044,13K044,P.S. 044 Marcus Garvey,432 MONROE STREET,K,287,,,,,,3C,251-500,40.686592,-73.940747
84,2013-14,K044,,432 MONROE STREET CONSOLIDATED LOCATION,432 MONROE STREET,K,287,0.0,0.0,1.0,0.0,0.0,3C,251-500,40.686592,-73.940747
85,2013-14,K045,32K045,P.S./I.S. 045 Horace E. Greene,84 SCHAEFER STREET,K,871,0.0,1.0,2.0,1.0,0.0,5C,751-1000,40.686746,-73.910693
86,2013-14,K046,13K046,P.S. 046 Edward C. Blum,100 CLERMONT AVENUE,K,417,,,,,,3C,251-500,40.694633,-73.971165
87,2013-14,K046,13K691,Fort Greene Preparatory Academy,100 CLERMONT AVENUE,K,257,,,,,,3C,251-500,40.694633,-73.971165
88,2013-14,K046,,100 CLERMONT AVENUE CONSOLIDATED LOCATION,100 CLERMONT AVENUE,K,674,2.0,1.0,2.0,3.0,0.0,4C,501-750,40.694633,-73.971165
89,2013-14,K048,20K048,P.S. 048 Mapleton,6015 18 AVENUE,K,623,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.621871,-73.987396
90,2013-14,K049,14K586,Lyons Community School,223 GRAHAM AVENUE,K,546,,,,,,4C,501-750,40.709941,-73.943641
91,2013-14,K049,14K454,Green School: An Academy for Environmental Careers,223 GRAHAM AVENUE,K,328,,,,,,3C,251-500,40.709941,-73.943641
92,2013-14,K049,14K449,"Brooklyn Latin School, The",223 GRAHAM AVENUE,K,592,,,,,,4C,501-750,40.709941,-73.943641
93,2013-14,K049,,223 GRAHAM AVENUE CONSOLIDATED LOCATION,223 GRAHAM AVENUE,K,"1,466",1.0,8.0,4.0,4.0,4.0,7C,1251-1500,40.709941,-73.943641
94,2013-14,K108,19K108,P.S. 108 Sal Abbracciamento,200 LINWOOD STREET,K,891,0.0,0.0,3.0,0.0,0.0,5C,751-1000,40.681268,-73.884063
95,2013-14,K050,84K182      ,Success Academy Charter School - Williamsburg,183 SOUTH  3 STREET,K,,,,,,,,,40.711704,-73.960275
96,2013-14,K050,14K050,J.H.S. 050 John D. Wells,183 SOUTH  3 STREET,K,306,,,,,,3C,251-500,40.711704,-73.960275
97,2013-14,K050,,183 SOUTH  3 STREET  CONSOLIDATED LOCATION,183 SOUTH  3 STREET,K,306,0.0,2.0,1.0,1.0,1.0,3C,251-500,40.711704,-73.960275
98,2013-14,K051,15K051,M.S. 51 William Alexander,350 5 AVENUE,K,"1,116",0.0,0.0,0.0,0.0,0.0,6C,1001-1250,40.672015,-73.983947
99,2013-14,K052,22K052,P.S. 052 Sheepshead Bay,2675 EAST  29 STREET,K,789,0.0,1.0,0.0,0.0,1.0,5C,751-1000,40.58792,-73.940532
100,2013-14,K054,13K054,P.S. 054 Samuel C. Barnes,195 SANFORD STREET,K,251,1.0,0.0,0.0,0.0,1.0,3C,251-500,40.693018,-73.953034
101,2013-14,K055,23K493,Brooklyn Collegiate: A College Board School,2021 BERGEN STREET,K,387,,,,,,3C,251-500,40.674103,-73.913273
102,2013-14,K055,84K626      ,Achievement First Brownsville Charter School,2021 BERGEN STREET,K,,,,,,,,,40.674103,-73.913273
103,2013-14,K055,,2021 BERGEN STREET CONSOLIDATED LOCATION,2021 BERGEN STREET,K,387,0.0,5.0,7.0,3.0,1.0,3C,251-500,40.674103,-73.913273
104,2013-14,K056,13K351,The Urban Assembly Unison School,170 GATES AVENUE,K,139,,,,,,2C,1-250,40.68505,-73.960659
105,2013-14,K056,13K103,Satellite Three,170 GATES AVENUE,K,58,,,,,,2C,1-250,40.68505,-73.960659
106,2013-14,K056,13K056,P.S. 056 Lewis H. Latimer,170 GATES AVENUE,K,236,,,,,,2C,1-250,40.68505,-73.960659
107,2013-14,K056,,170 GATES AVENUE CONSOLIDATED LOCATION,170 GATES AVENUE,K,433,0.0,0.0,0.0,0.0,0.0,3C,251-500,40.68505,-73.960659
108,2013-14,K057,16K688,The Brooklyn Academy of Global Finance,125 STUYVESANT AVENUE,K,148,,,,,,2C,1-250,40.691274,-73.933697
109,2013-14,K071,14K071,Juan Morel Campos Secondary School,215 HEYWARD STREET,K,778,,,,,,5C,751-1000,40.703624,-73.953146
110,2013-14,K057,16K385,"School of Business, Finance and Entrepreneurship",125 STUYVESANT AVENUE,K,113,,,,,,2C,1-250,40.691274,-73.933697
111,2013-14,K104,20K104,P.S./I.S. 104 The Fort Hamilton School,9115 5 AVENUE,K,"1,181",0.0,1.0,2.0,1.0,0.0,6C,1001-1250,40.618415,-74.028842
112,2013-14,K057,16K057,J.H.S. 057 Whitelaw Reid,125 STUYVESANT AVENUE,K,213,,,,,,2C,1-250,40.691274,-73.933697
113,2013-14,K057,,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,125 STUYVESANT AVENUE,K,474,2.0,3.0,4.0,2.0,1.0,3C,251-500,40.691274,-73.933697
114,2013-14,K058,15K058,P.S. 058 The Carroll,330 SMITH STREET,K,944,0.0,0.0,0.0,0.0,0.0,5C,751-1000,40.680149,-73.994938
115,2013-14,K059,84K125      ,Success Academy Charter School - Bed-Stuy 2,211 THROOP AVENUE,K,,,,,,,,,40.696733,-73.943652
116,2013-14,K059,14K059,P.S. 059 William Floyd,211 THROOP AVENUE,K,374,,,,,,3C,251-500,40.696733,-73.943652
117,2013-14,K096,21K096,I.S. 096 Seth Low,99 AVENUE P,K,711,0.0,3.0,8.0,1.0,1.0,4C,501-750,40.60754,-73.984661
118,2013-14,K059,,211 THROOP AVENUE CONSOLIDATED LOCATION,211 THROOP AVENUE,K,374,0.0,1.0,0.0,0.0,0.0,3C,251-500,40.696733,-73.943652
119,2013-14,K061,17K061,M.S. 061 Dr. Gladstone H. Atwell,400 EMPIRE BOULEVARD,K,777,2.0,6.0,8.0,3.0,4.0,5C,751-1000,40.664007,-73.94922
120,2013-14,K062,20K062,J.H.S. 062 Ditmas,700 CORTELYOU ROAD,K,"1,297",0.0,2.0,0.0,1.0,1.0,7C,1251-1500,40.638686,-73.971651
121,2013-14,K066,18K066,P.S. 66,845 EAST  96 STREET,K,777,0.0,0.0,0.0,0.0,0.0,5C,751-1000,40.64883,-73.907774
122,2013-14,K067,13K067,P.S. 067 Charles A. Dorsey,51 SAINT EDWARDS STREET,K,276,,,,,,3C,251-500,40.695633,-73.978215
123,2013-14,K067,84K536      ,Community Roots Charter School,51 SAINT EDWARDS STREET,K,,,,,,,,,40.695633,-73.978215
124,2013-14,K067,,51 SAINT EDWARDS STREET CONSOLIDATED LOCATION,51 SAINT EDWARDS STREET,K,276,0.0,2.0,2.0,1.0,0.0,3C,251-500,40.695633,-73.978215
125,2013-14,K068,18K068,I.S. 068 Isaac Bildersee,956 EAST  82 STREET,K,734,2.0,10.0,7.0,3.0,7.0,4C,501-750,40.635553,-73.91079
126,2013-14,K069,20K069,P.S. 69 Vincent D. Grippo School,6302 9TH AVENUE,K,867,0.0,0.0,0.0,0.0,0.0,5C,751-1000,40.632379,-74.009223
127,2013-14,K071,84K037      ,Beginning with Children Charter School II,215 HEYWARD STREET,K,,,,,,,,,40.703624,-73.953146
128,2013-14,K071,,215 HEYWARD STREET CONSOLIDATED LOCATION,215 HEYWARD STREET,K,778,3.0,13.0,12.0,7.0,7.0,5C,751-1000,40.703624,-73.953146
129,2013-14,K072,19K678,East New York Middle School of Excellence,605 SHEPHERD AVENUE,K,242,,,,,,2C,1-250,40.669387,-73.879614
130,2013-14,K072,19K677,East New York Elementary School of Excellence,605 SHEPHERD AVENUE,K,556,,,,,,4C,501-750,40.669387,-73.879614
131,2013-14,K072,,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,605 SHEPHERD AVENUE,K,798,1.0,2.0,4.0,1.0,2.0,5C,751-1000,40.669387,-73.879614
132,2013-14,K073,23K073,P.S. 073 Thomas S. Boyland,251 MCDOUGAL STREET,K,196,,,,,,2C,1-250,40.680318,-73.910644
133,2013-14,K073,23K599,Brooklyn Landmark Elementary School,251 MCDOUGAL STREET,K,148,,,,,,2C,1-250,40.680318,-73.910644
134,2013-14,K097,21K097,P.S. 97 The Highlawn,1855 STILLWELL AVENUE,K,824,0.0,1.0,1.0,1.0,0.0,5C,751-1000,40.601433,-73.986139
135,2013-14,K073,23K664,Brooklyn Environmental Exploration School (BEES),251 MCDOUGAL STREET,K,52,,,,,,2C,1-250,40.680318,-73.910644
136,2013-14,K073,,251 MCDOUGAL STREET CONSOLIDATED LOCATION,251 MCDOUGAL STREET,K,396,0.0,1.0,5.0,0.0,1.0,3C,251-500,40.680318,-73.910644
137,2013-14,K075,32K075,P.S. 075 Mayda Cortiella,95 GROVE STREET,K,570,0.0,0.0,1.0,0.0,0.0,4C,501-750,40.693313,-73.920666
138,2013-14,K078,22K078,J.H.S. 078 Roy H. Mann,1420 EAST  68 STREET,K,914,1.0,3.0,7.0,1.0,3.0,5C,751-1000,40.621224,-73.91287
139,2013-14,K081,16K081,P.S. 081 Thaddeus Stevens,990 DEKALB AVENUE,K,383,0.0,4.0,2.0,2.0,1.0,3C,251-500,40.693161,-73.935765
140,2013-14,K084,14K084,P.S. 084 Jose De Diego,250 BERRY STREET,K,616,0.0,0.0,1.0,0.0,0.0,4C,501-750,40.714785,-73.963
141,2013-14,K085,75K753,P.S. K753 - School for Career Development,510 CLERMONT AVENUE,K,236,2.0,4.0,4.0,3.0,3.0,2C,1-250,40.682533,-73.968769
142,2013-14,K086,32K086,P.S. 086 The Irvington,220 IRVING AVENUE,K,456,0.0,0.0,0.0,0.0,0.0,3C,251-500,40.700774,-73.91748
143,2013-14,K088,75K053,P.S. K053,544 7TH AVENUE,K,403,,,,,,3C,251-500,40.660024,-73.987637
144,2013-14,K088,15K088,J.H.S. 088 Peter Rouget,544 7TH AVENUE,K,"1,206",,,,,,6C,1001-1250,40.660024,-73.987637
145,2013-14,K088,,544 7TH AVENUE CONSOLIDATED LOCATION,544 7TH AVENUE,K,"1,609",0.0,7.0,4.0,3.0,3.0,8C,1501-1750,40.660024,-73.987637
146,2013-14,K090,21K090,P.S. 90 Edna Cohen School,2840 WEST  12 STREET,K,620,0.0,2.0,2.0,2.0,0.0,4C,501-750,40.578255,-73.979628
147,2013-14,K091,17K091,P.S. 091 The Albany Avenue School,532 ALBANY AVENUE,K,483,1.0,2.0,2.0,1.0,2.0,3C,251-500,40.661886,-73.93994
148,2013-14,K092,17K092,P.S. 092 Adrian Hegeman,601 PARKSIDE AVENUE,K,493,,,,,,3C,251-500,40.656046,-73.953742
149,2013-14,K092,84K796      ,Lefferts Gardens Charter School,601 PARKSIDE AVENUE,K,,,,,,,,,40.656046,-73.953742
150,2013-14,K092,,601 PARKSIDE AVENUE CONSOLIDATED LOCATION,601 PARKSIDE AVENUE,K,493,2.0,0.0,2.0,1.0,1.0,3C,251-500,40.656046,-73.953742
151,2013-14,K093,13K093,P.S. 093 William H. Prescott,31 NEW YORK AVENUE,K,338,0.0,1.0,0.0,1.0,0.0,3C,251-500,40.679097,-73.94684
152,2013-14,K094,15K094,P.S. 094 The Henry Longfellow,5010 6 AVENUE,K,"1,519",0.0,1.0,0.0,1.0,0.0,8C,1501-1750,40.64366,-74.008252
153,2013-14,K095,21K095,P.S. 095 The Gravesend,345 VAN SICKLEN STREET,K,964,0.0,0.0,3.0,0.0,0.0,5C,751-1000,40.595698,-73.97518
154,2013-14,K099,21K099,P.S. 099 Isaac Asimov,1120 EAST  10 STREET,K,851,0.0,0.0,1.0,0.0,0.0,5C,751-1000,40.621565,-73.965595
155,2013-14,K100,21K100,P.S. 100 The Coney Island School,2951 WEST  3 STREET,K,724,1.0,0.0,1.0,0.0,1.0,4C,501-750,40.57732,-73.971313
156,2013-14,K101,21K101,P.S. 101 The Verrazano,2360 BENSON AVENUE,K,882,0.0,0.0,1.0,0.0,0.0,5C,751-1000,40.597863,-73.991693
157,2013-14,K105,20K105,P.S. 105 The Blythebourne,1031 59 STREET,K,"1,770",0.0,1.0,0.0,1.0,0.0,9C,1751-2000,40.632936,-74.00374
158,2013-14,K106,32K106,P.S. 106 Edward Everett Hale,1328 PUTNAM AVENUE,K,595,0.0,2.0,0.0,2.0,0.0,4C,501-750,40.693879,-73.913056
159,2013-14,K110,14K110,P.S. 110 The Monitor,124 MONITOR STREET,K,375,0.0,1.0,0.0,1.0,0.0,3C,251-500,40.723897,-73.942312
160,2013-14,K111,32K349,"I.S. 349 Math, Science & Tech.",35 STARR STREET,K,402,,,,,,3C,251-500,40.70069,-73.927481
161,2013-14,K111,32K347,I.S. 347 School of Humanities,35 STARR STREET,K,400,,,,,,3C,251-500,40.70069,-73.927481
162,2013-14,K111,,35 STARR STREET CONSOLIDATED LOCATION,35 STARR STREET,K,802,0.0,4.0,12.0,2.0,2.0,5C,751-1000,40.70069,-73.927481
163,2013-14,K112,20K112,P.S. 112 Lefferts Park,7115 15 AVENUE,K,530,0.0,0.0,1.0,0.0,0.0,4C,501-750,40.61978,-74.000792
164,2013-14,K113,13K113,M.S. 113 Ronald Edmonds Learning Center,300 ADELPHI STREET,K,718,1.0,1.0,0.0,2.0,0.0,4C,501-750,40.688811,-73.971009
165,2013-14,K114,18K114,P.S. 114 Ryder Elementary,1077 REMSEN AVENUE,K,626,,,,,,4C,501-750,40.642792,-73.908806
166,2013-14,K114,84K379      ,Explore Excel Charter School,1077 REMSEN AVENUE,K,,,,,,,,,40.642792,-73.908806
167,2013-14,K114,,1077 REMSEN AVENUE CONSOLIDATED LOCATION,1077 REMSEN AVENUE,K,626,1.0,0.0,0.0,1.0,0.0,4C,501-750,40.642792,-73.908806
168,2013-14,K115,18K115,P.S. 115 Daniel Mucatel School,1500 EAST  92 STREET,K,"1,172",0.0,1.0,1.0,1.0,0.0,6C,1001-1250,40.635015,-73.897262
169,2013-14,K116,32K116,P.S. 116 Elizabeth L Farrell,515 KNICKERBOCKER AVENUE,K,518,0.0,0.0,0.0,0.0,0.0,4C,501-750,40.697779,-73.916521
170,2013-14,K117,13K596,MS 596 Peace Academy,300 WILLOUGHBY AVENUE,K,88,,,,,,2C,1-250,40.692642,-73.958794
171,2013-14,K117,13K616,Brooklyn High School for Leadership and Community,300 WILLOUGHBY AVENUE,K,233,,,,,,2C,1-250,40.692642,-73.958794
172,2013-14,K117,13K412,"Brooklyn Community High School of Communication, A",300 WILLOUGHBY AVENUE,K,394,,,,,,3C,251-500,40.692642,-73.958794
173,2013-14,K117,,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,300 WILLOUGHBY AVENUE,K,715,0.0,2.0,2.0,0.0,2.0,4C,501-750,40.692642,-73.958794
174,2013-14,K119,22K119,P.S. 119 Amersfort,3829 AVENUE K,K,422,0.0,0.0,1.0,0.0,0.0,3C,251-500,40.625662,-73.938265
